target model it0_rmsd it1_rmsd delta_rmsd protocol
ace 156 11.4427 10.9891 0.4536 shape
ace 157 4.7753 4.67134 0.10396 shape
ace 158 9.98171 9.96751 0.0142 shape
ace 159 9.49936 10.3442 -0.84484 shape
ace 160 9.97124 10.9905 -1.01926 shape
ace 161 10.546 9.84257 0.70343 shape
ace 162 4.71771 4.61412 0.10359 shape
ace 163 3.73094 2.94536 0.78558 shape
ace 164 3.76793 3.01976 0.74817 shape
ace 165 10.7153 10.5225 0.1928 shape
ace 166 10.1484 10.198 -0.0496 shape
ace 167 3.74987 2.98696 0.76291 shape
ace 168 5.30399 5.36086 -0.05687 shape
ace 169 5.3038 5.10291 0.20089 shape
ace 170 4.87489 5.61448 -0.73959 shape
ace 171 10.4975 10.2947 0.2028 shape
ace 172 3.94591 3.90301 0.0429 shape
ace 173 5.42907 4.54299 0.88608 shape
ace 174 4.81463 5.04549 -0.23086 shape
ace 175 11.073 10.1909 0.8821 shape
ace 176 3.03535 2.93878 0.09657 shape
ace 177 3.03522 2.79449 0.24073 shape
ace 178 3.03508 2.34183 0.69325 shape
ace 179 3.03511 2.76089 0.27422 shape
ace 180 3.69859 1.54054 2.15805 shape
ace 181 4.90286 4.74695 0.15591 shape
ace 182 2.92126 2.50615 0.41511 shape
ace 183 4.81798 3.40768 1.4103 shape
ace 184 11.7394 11.0032 0.7362 shape
ace 185 4.65513 1.63215 3.02298 shape
ace 186 10.1605 10.5139 -0.3534 shape
ace 187 4.09243 3.4927 0.59973 shape
ace 188 3.66293 3.37096 0.29197 shape
ace 189 3.74371 2.24891 1.4948 shape
ace 190 9.93012 10.2724 -0.34228 shape
ace 191 4.91154 4.61115 0.30039 shape
ace 192 10.8299 11.0003 -0.1704 shape
ace 193 10.3106 10.0144 0.2962 shape
ace 194 10.4317 10.1262 0.3055 shape
ace 195 10.5754 9.96108 0.61432 shape
ace 196 10.4788 10.6831 -0.2043 shape
ace 197 6.33814 5.29672 1.04142 shape
ace 198 5.34061 5.48644 -0.14583 shape
ace 199 5.34069 5.39824 -0.05755 shape
ace 200 4.25957 4.28314 -0.02357 shape
aces 1 6.32207 6.41219 -0.09012 shape
aces 2 6.51798 6.63691 -0.11893 shape
aces 3 6.51783 6.49572 0.02211 shape
aces 4 6.51806 6.52634 -0.00828 shape
aces 5 6.51847 6.39769 0.12078 shape
aces 6 6.51792 6.31807 0.19985 shape
aces 7 6.36315 6.52535 -0.1622 shape
aces 8 6.51748 6.34939 0.16809 shape
aces 9 6.51753 6.49608 0.02145 shape
aces 10 6.51791 6.47691 0.041 shape
aces 11 6.5181 6.47776 0.04034 shape
aces 12 6.40265 6.39735 0.0053 shape
aces 13 6.40264 6.62361 -0.22097 shape
aces 14 6.40251 6.47285 -0.07034 shape
aces 15 6.40264 6.44404 -0.0414 shape
aces 16 6.40262 6.44657 -0.04395 shape
aces 17 6.40248 6.43182 -0.02934 shape
aces 18 6.40276 6.63826 -0.2355 shape
aces 19 6.40265 6.54451 -0.14186 shape
aces 20 6.40247 6.40345 -0.00098 shape
aces 21 6.40258 6.43639 -0.03381 shape
aces 22 6.4025 6.56123 -0.15873 shape
aces 23 6.40236 6.77193 -0.36957 shape
aces 24 0.92541 0.425594 0.499816 shape
aces 25 0.93637 1.46188 -0.52551 shape
aces 26 0.962787 0.775549 0.187238 shape
aces 27 1.13536 1.08511 0.05025 shape
aces 28 1.13481 0.441911 0.692899 shape
aces 29 0.745691 0.77158 -0.025889 shape
aces 30 1.22585 0.930843 0.295007 shape
aces 31 6.40514 6.35184 0.0533 shape
aces 32 6.43029 6.11903 0.31126 shape
aces 33 3.32566 3.56843 -0.24277 shape
aces 34 3.32553 3.75713 -0.4316 shape
aces 35 3.32576 3.43041 -0.10465 shape
aces 36 3.32643 3.40726 -0.08083 shape
aces 37 3.54953 3.40686 0.14267 shape
aces 38 3.54956 3.44107 0.10849 shape
aces 39 3.54952 3.512 0.03752 shape
aces 40 2.58237 0.620882 1.96149 shape
ada 1 3.0127 2.88986 0.12284 shape
ada 2 3.01233 3.26081 -0.24848 shape
ada 3 3.0124 3.05478 -0.04238 shape
ada 4 2.95156 2.94876 0.0028 shape
ada 5 3.8892 4.11051 -0.22131 shape
ada 6 3.88936 3.95154 -0.06218 shape
ada 7 3.88925 3.88272 0.00653 shape
ada 8 3.98292 4.13005 -0.14713 shape
ada 9 3.89773 3.73773 0.16 shape
ada 10 4.48041 4.44806 0.03235 shape
ada 11 4.48018 4.39002 0.09016 shape
ada 12 4.47997 4.5311 -0.05113 shape
ada 13 4.4802 4.33619 0.14401 shape
ada 14 4.4802 4.37129 0.10891 shape
ada 15 4.4805 4.44959 0.03091 shape
ada 16 4.33399 4.53142 -0.19743 shape
ada 17 4.33411 4.58572 -0.25161 shape
ada 18 4.51629 4.44731 0.06898 shape
ada 19 5.18433 4.77121 0.41312 shape
ada 20 4.51649 4.46736 0.04913 shape
ada 21 3.71769 3.85071 -0.13302 shape
ada 22 3.71813 4.23204 -0.51391 shape
ada 23 3.97642 4.29164 -0.31522 shape
ada 24 4.44492 4.61008 -0.16516 shape
ada 25 5.42057 5.42057 0 shape
ada 26 4.27145 3.97105 0.3004 shape
ada 27 4.35947 4.30316 0.05631 shape
ada 28 3.47304 3.51393 -0.04089 shape
ada 29 3.84435 3.32997 0.51438 shape
ada 30 4.10835 4.58947 -0.48112 shape
ada 31 5.8759 4.80814 1.06776 shape
ada 32 3.73975 2.57241 1.16734 shape
ada 33 3.22628 2.87883 0.34745 shape
ada 34 4.08446 3.92517 0.15929 shape
ada 35 7.6009 7.65183 -0.05093 shape
ada 36 4.27634 4.34516 -0.06882 shape
ada 37 7.60081 7.69576 -0.09495 shape
ada 38 4.27635 4.49488 -0.21853 shape
ada 39 7.60119 7.52509 0.0761 shape
ada 40 4.27655 4.46452 -0.18797 shape
ada 41 4.08464 4.34637 -0.26173 shape
ada 42 6.57183 6.68388 -0.11205 shape
ada 43 5.78991 6.35566 -0.56575 shape
ada 44 5.7898 5.8291 -0.0393 shape
ada 45 5.7891 5.5521 0.237 shape
ada 46 5.78959 6.46085 -0.67126 shape
ada 47 5.78889 6.1462 -0.35731 shape
ada 48 3.66302 4.25466 -0.59164 shape
ada 49 3.6625 4.00821 -0.34571 shape
ada 50 6.55105 6.65333 -0.10228 shape
ada 51 7.64916 7.70727 -0.05811 shape
ada 52 7.64923 7.60098 0.04825 shape
ada 53 7.64935 7.74253 -0.09318 shape
ada 54 7.64928 7.71646 -0.06718 shape
ada 55 4.08556 3.98927 0.09629 shape
ada 56 4.08519 3.92096 0.16423 shape
ada 57 4.65718 3.72599 0.93119 shape
ada 58 3.39583 3.0479 0.34793 shape
ada 59 7.4764 7.59443 -0.11803 shape
ada 60 7.47642 7.72109 -0.24467 shape
ada 61 3.39657 3.16712 0.22945 shape
ada 62 3.39629 2.77413 0.62216 shape
ada 63 3.67575 2.73809 0.93766 shape
ada 64 3.58167 4.02814 -0.44647 shape
ada 65 5.50819 4.87886 0.62933 shape
ada 66 5.50863 5.07372 0.43491 shape
ada 67 3.5816 4.00916 -0.42756 shape
ada 68 4.78596 4.67679 0.10917 shape
ada 69 3.84633 4.49166 -0.64533 shape
ada 70 1.78192 2.26323 -0.48131 shape
ada 71 1.78111 1.95771 -0.1766 shape
ada 72 5.63205 5.41922 0.21283 shape
ada 73 4.5028 4.46233 0.04047 shape
ada 74 6.36292 6.17135 0.19157 shape
ada 75 5.42121 4.57426 0.84695 shape
ada 76 5.30125 4.97845 0.3228 shape
ada 77 6.24805 6.42579 -0.17774 shape
ada 78 4.48686 4.47841 0.00845 shape
ada 79 6.53067 6.91616 -0.38549 shape
ada 80 6.53074 6.28387 0.24687 shape
ada 81 6.53057 7.12942 -0.59885 shape
ada 82 6.53066 7.04103 -0.51037 shape
ada 83 6.53064 6.31038 0.22026 shape
ada 84 5.5951 4.7329 0.8622 shape
ada 85 6.11997 5.77217 0.3478 shape
ada 86 6.54668 6.48067 0.06601 shape
ada 87 3.71559 3.96915 -0.25356 shape
ada 88 4.97742 5.27781 -0.30039 shape
ada 89 6.56993 7.37033 -0.8004 shape
ada 90 4.5047 4.53485 -0.03015 shape
ada 91 4.50458 4.83285 -0.32827 shape
ada 92 3.33502 3.0095 0.32552 shape
ada 93 4.38235 4.35098 0.03137 shape
ada 94 7.36252 7.49969 -0.13717 shape
ada 95 1.83245 1.90218 -0.06973 shape
ada 96 3.33487 2.44427 0.8906 shape
ada 97 1.83237 2.42548 -0.59311 shape
ada 98 1.83258 1.72224 0.11034 shape
ada 99 5.18696 4.41709 0.76987 shape
ada 100 1.83283 2.17083 -0.338 shape
ada 101 1.83293 2.15993 -0.327 shape
ada 102 6.57907 6.31618 0.26289 shape
ada 103 6.57922 6.48628 0.09294 shape
ada 104 4.35818 4.52939 -0.17121 shape
ada 105 2.17881 2.28384 -0.10503 shape
ada 106 2.17917 1.66505 0.51412 shape
ada 107 2.92203 2.46306 0.45897 shape
ada 108 2.92331 2.95486 -0.03155 shape
ada 109 2.92216 2.47301 0.44915 shape
ada 110 2.9239 2.37323 0.55067 shape
ada 111 6.89472 6.75934 0.13538 shape
ada 112 7.12304 7.18111 -0.05807 shape
ada 113 4.62957 4.37654 0.25303 shape
ada 114 5.90998 5.16637 0.74361 shape
ada 115 6.40069 6.18884 0.21185 shape
ada 116 6.01147 4.43533 1.57614 shape
ada 117 4.52869 3.3166 1.21209 shape
ada 118 7.20993 7.59438 -0.38445 shape
ada 119 7.21003 7.55699 -0.34696 shape
ada 120 4.40251 4.39939 0.00312 shape
ada 121 4.40228 5.88317 -1.48089 shape
ada 122 4.40234 4.39604 0.0063 shape
ada 123 4.40234 4.31561 0.08673 shape
ada 124 4.40223 4.46138 -0.05915 shape
ada 125 1.64192 1.71937 -0.07745 shape
ada 126 7.39297 7.17413 0.21884 shape
ada 127 7.3058 7.27107 0.03473 shape
ada 128 7.27221 7.26364 0.00857 shape
ada 129 7.41816 7.80147 -0.38331 shape
ada 130 6.69543 6.37802 0.31741 shape
ada 131 6.39494 6.40107 -0.00613 shape
ada 132 7.31438 6.76174 0.55264 shape
ada 133 4.04445 3.53804 0.50641 shape
ada 134 5.97133 5.6947 0.27663 shape
ada 135 1.71371 1.61207 0.10164 shape
ada 136 7.77972 7.66951 0.11021 shape
ada 137 7.07768 6.89754 0.18014 shape
ada 138 7.77974 7.58734 0.1924 shape
ada 139 6.91246 6.14497 0.76749 shape
ada 140 6.9125 6.3867 0.5258 shape
ada 141 6.91227 6.77387 0.1384 shape
ada 142 6.88908 6.95816 -0.06908 shape
ada 143 6.88908 6.71006 0.17902 shape
ada 144 7.34791 7.33917 0.00874 shape
ada 145 7.3479 7.44039 -0.09249 shape
ada 146 2.72842 3.22922 -0.5008 shape
ada 147 2.72809 3.11164 -0.38355 shape
ada 148 2.72747 2.5373 0.19017 shape
ada 149 2.72722 2.50176 0.22546 shape
ada 150 7.29302 7.22769 0.06533 shape
ada 151 7.29293 7.16971 0.12322 shape
ada 152 4.44702 5.08872 -0.6417 shape
ada 153 4.44689 4.37285 0.07404 shape
ada 154 4.44701 4.55773 -0.11072 shape
ada 155 4.44676 4.49612 -0.04936 shape
ada 156 6.60908 5.14917 1.45991 shape
ada 157 3.08077 3.24438 -0.16361 shape
ada 158 6.60921 6.14058 0.46863 shape
ada 159 6.60941 5.48166 1.12775 shape
ada 160 6.60911 6.96294 -0.35383 shape
ada 161 6.60903 5.48573 1.1233 shape
ada 162 6.60931 6.10296 0.50635 shape
ada 163 6.54782 6.33474 0.21308 shape
ada 164 6.54804 5.94716 0.60088 shape
ada 165 4.01559 4.13334 -0.11775 shape
ada 166 6.3356 5.3849 0.9507 shape
ada 167 6.33555 6.0886 0.24695 shape
ada 168 3.72425 3.84266 -0.11841 shape
ada 169 0.839634 1.03966 -0.200026 shape
ada 170 0.840159 1.03743 -0.197271 shape
ada 171 0.840091 0.995369 -0.155278 shape
ada 172 4.46551 4.54016 -0.07465 shape
ada 173 0.840507 1.29362 -0.453113 shape
ada 174 4.46591 4.46556 0.00035 shape
ada 175 6.62896 5.9185 0.71046 shape
ada 176 0.712033 0.462055 0.249978 shape
ada 177 6.66611 5.92551 0.7406 shape
ada 178 4.83149 1.36833 3.46316 shape
ada 179 5.84695 5.18971 0.65724 shape
ada 180 4.02076 4.17278 -0.15202 shape
ada 181 4.02046 4.40086 -0.3804 shape
ada 182 5.09655 4.62556 0.47099 shape
ada 183 7.08817 6.86282 0.22535 shape
ada 184 4.14415 4.25834 -0.11419 shape
ada 185 4.14419 4.1655 -0.02131 shape
ada 186 4.14401 4.37151 -0.2275 shape
ada 187 4.08999 4.04832 0.04167 shape
ada 188 6.66614 7.14798 -0.48184 shape
ada 189 6.66619 6.4577 0.20849 shape
ada 190 6.06378 5.96673 0.09705 shape
ada 191 6.06347 5.49584 0.56763 shape
ada 192 4.26927 4.66287 -0.3936 shape
ada 193 4.84345 4.30803 0.53542 shape
ada 194 4.84364 4.31565 0.52799 shape
ada 195 7.74938 7.53929 0.21009 shape
ada 196 7.74923 7.56304 0.18619 shape
ada 197 3.84352 3.08593 0.75759 shape
ada 198 6.83677 6.57126 0.26551 shape
ada 199 4.81164 4.75742 0.05422 shape
ada 200 7.47636 7.87002 -0.39366 shape
ada17 1 6.15327 6.51125 -0.35798 shape
ada17 2 8.35689 8.67475 -0.31786 shape
ada17 3 4.62957 2.68453 1.94504 shape
ada17 4 2.16311 1.49538 0.66773 shape
ada17 5 1.83693 2.11963 -0.2827 shape
ada17 6 1.8368 1.68383 0.15297 shape
ada17 7 1.837 1.30639 0.53061 shape
ada17 8 1.83681 1.54797 0.28884 shape
ada17 9 7.74751 7.1724 0.57511 shape
ada17 10 2.59523 3.44005 -0.84482 shape
ada17 11 2.59547 1.21966 1.37581 shape
ada17 12 2.55237 2.97271 -0.42034 shape
ada17 13 2.44198 2.83044 -0.38846 shape
ada17 14 4.1311 3.22953 0.90157 shape
ada17 15 3.6376 4.89762 -1.26002 shape
ada17 16 2.4384 3.63301 -1.19461 shape
ada17 17 2.43754 2.77128 -0.33374 shape
ada17 18 2.32984 1.53764 0.7922 shape
ada17 19 2.5939 3.18499 -0.59109 shape
ada17 20 2.16355 2.29345 -0.1299 shape
ada17 21 5.74996 5.29606 0.4539 shape
ada17 22 2.41257 1.98565 0.42692 shape
ada17 23 2.41261 1.93324 0.47937 shape
ada17 24 3.30469 3.32058 -0.01589 shape
ada17 25 2.57026 1.56238 1.00788 shape
ada17 26 2.57052 1.54582 1.0247 shape
ada17 27 2.5704 2.08313 0.48727 shape
ada17 28 1.80397 2.44912 -0.64515 shape
ada17 29 1.80407 1.69988 0.10419 shape
ada17 30 1.80408 1.78338 0.0207 shape
ada17 31 1.80409 1.63971 0.16438 shape
ada17 32 1.80437 1.84128 -0.03691 shape
ada17 33 2.49666 1.28831 1.20835 shape
ada17 34 1.80433 1.61939 0.18494 shape
ada17 35 1.8043 1.715 0.0893 shape
ada17 36 2.4964 1.54147 0.95493 shape
ada17 37 2.49707 1.98564 0.51143 shape
ada17 38 2.58248 1.60146 0.98102 shape
ada17 39 2.58266 2.78044 -0.19778 shape
ada17 40 1.695 1.49145 0.20355 shape
ada17 41 2.58063 2.91472 -0.33409 shape
ada17 42 2.58059 3.12173 -0.54114 shape
ada17 43 2.58056 3.93394 -1.35338 shape
ada17 44 1.91784 1.48156 0.43628 shape
ada17 45 1.4715 1.70289 -0.23139 shape
ada17 46 1.46951 1.73328 -0.26377 shape
ada17 47 2.0715 1.8009 0.2706 shape
ada17 48 1.60718 1.74036 -0.13318 shape
ada17 49 1.60495 1.68851 -0.08356 shape
ada17 50 1.60421 1.91186 -0.30765 shape
ada17 51 1.59888 1.9462 -0.34732 shape
ada17 52 1.60518 1.66862 -0.06344 shape
ada17 53 1.60492 1.92889 -0.32397 shape
ada17 54 2.60213 1.36402 1.23811 shape
ada17 55 1.60872 1.82998 -0.22126 shape
ada17 56 1.60553 1.70496 -0.09943 shape
ada17 57 1.60375 1.84916 -0.24541 shape
ada17 58 2.65112 1.35009 1.30103 shape
ada17 59 1.43497 2.33445 -0.89948 shape
ada17 60 2.65132 1.35043 1.30089 shape
ada17 61 1.43401 1.8134 -0.37939 shape
ada17 62 2.45113 1.43161 1.01952 shape
ada17 63 1.90377 1.34724 0.55653 shape
ada17 64 1.436 1.80258 -0.36658 shape
ada17 65 1.43327 1.72858 -0.29531 shape
ada17 66 1.43512 1.75607 -0.32095 shape
ada17 67 1.43591 2.35541 -0.9195 shape
ada17 68 1.60159 1.74402 -0.14243 shape
ada17 69 2.69182 1.47816 1.21366 shape
ada17 70 1.43534 2.18645 -0.75111 shape
ada17 71 2.6903 3.36777 -0.67747 shape
ada17 72 2.69022 2.64531 0.04491 shape
ada17 73 2.69031 3.26817 -0.57786 shape
ada17 74 2.69014 2.77807 -0.08793 shape
ada17 75 2.69033 2.50528 0.18505 shape
ada17 76 1.43457 1.81745 -0.38288 shape
ada17 77 2.68941 2.49008 0.19933 shape
ada17 78 1.43672 1.64392 -0.2072 shape
ada17 79 1.43641 2.06238 -0.62597 shape
ada17 80 3.9998 3.19832 0.80148 shape
ada17 81 1.43705 1.76792 -0.33087 shape
ada17 82 10.1032 7.69391 2.40929 shape
ada17 83 1.43857 1.76648 -0.32791 shape
ada17 84 9.41601 8.56993 0.84608 shape
ada17 85 7.53799 7.21364 0.32435 shape
ada17 86 7.53888 7.35231 0.18657 shape
ada17 87 7.5389 7.3425 0.1964 shape
ada17 88 7.53868 7.56126 -0.02258 shape
ada17 89 7.53885 7.36227 0.17658 shape
ada17 90 2.67223 2.26317 0.40906 shape
ada17 91 2.68665 2.02765 0.659 shape
ada17 92 2.74123 3.41036 -0.66913 shape
ada17 93 2.74136 1.6321 1.10926 shape
ada17 94 2.68683 1.95857 0.72826 shape
ada17 95 2.68632 1.8512 0.83512 shape
ada17 96 2.68638 1.80014 0.88624 shape
ada17 97 7.7115 7.63994 0.07156 shape
ada17 98 2.68663 1.74448 0.94215 shape
ada17 99 7.71262 7.67991 0.03271 shape
ada17 100 7.71243 7.66451 0.04792 shape
ada17 101 1.88153 1.82249 0.05904 shape
ada17 102 7.71329 7.4174 0.29589 shape
ada17 103 7.71334 7.43841 0.27493 shape
ada17 104 6.49165 5.85344 0.63821 shape
ada17 105 2.50983 2.37689 0.13294 shape
ada17 106 2.69522 1.32867 1.36655 shape
ada17 107 2.51024 2.38278 0.12746 shape
ada17 108 2.51005 2.79081 -0.28076 shape
ada17 109 2.76472 2.91487 -0.15015 shape
ada17 110 7.71527 7.4464 0.26887 shape
ada17 111 2.646 2.94129 -0.29529 shape
ada17 112 2.64607 3.47878 -0.83271 shape
ada17 113 2.64606 2.90343 -0.25737 shape
ada17 114 2.62824 2.46308 0.16516 shape
ada17 115 2.62852 1.29589 1.33263 shape
ada17 116 2.64538 2.3851 0.26028 shape
ada17 117 2.64574 2.28285 0.36289 shape
ada17 118 2.51624 3.08151 -0.56527 shape
ada17 119 2.51574 2.40696 0.10878 shape
ada17 120 2.51596 2.6585 -0.14254 shape
ada17 121 2.38875 3.01232 -0.62357 shape
ada17 122 2.38862 2.28675 0.10187 shape
ada17 123 1.74138 2.07206 -0.33068 shape
ada17 124 2.50716 1.34677 1.16039 shape
ada17 125 2.82309 3.23265 -0.40956 shape
ada17 126 2.10142 2.02904 0.07238 shape
ada17 127 2.50672 1.88775 0.61897 shape
ada17 128 2.10131 1.76991 0.3314 shape
ada17 129 2.10103 1.8716 0.22943 shape
ada17 130 7.47821 7.47388 0.00433 shape
ada17 131 2.58632 2.57157 0.01475 shape
ada17 132 2.58597 2.52101 0.06496 shape
ada17 133 7.47792 7.49107 -0.01315 shape
ada17 134 7.73783 7.31618 0.42165 shape
ada17 135 2.76554 3.03603 -0.27049 shape
ada17 136 2.88233 2.75667 0.12566 shape
ada17 137 2.33372 2.00191 0.33181 shape
ada17 138 7.4781 7.46635 0.01175 shape
ada17 139 2.58419 2.36414 0.22005 shape
ada17 140 7.47826 7.50753 -0.02927 shape
ada17 141 2.63233 3.20246 -0.57013 shape
ada17 142 2.48046 2.22601 0.25445 shape
ada17 143 2.47983 2.22885 0.25098 shape
ada17 144 2.47959 2.24171 0.23788 shape
ada17 145 2.47989 2.10688 0.37301 shape
ada17 146 2.63351 2.55986 0.07365 shape
ada17 147 2.63244 2.31211 0.32033 shape
ada17 148 2.63399 1.71176 0.92223 shape
ada17 149 2.50709 2.09139 0.4157 shape
ada17 150 1.24694 1.2672 -0.02026 shape
ada17 151 2.40969 2.0813 0.32839 shape
ada17 152 2.40944 1.46613 0.94331 shape
ada17 153 7.47666 7.47218 0.00448 shape
ada17 154 7.47676 7.47123 0.00553 shape
ada17 155 1.25642 1.45945 -0.20303 shape
ada17 156 2.09806 1.25583 0.84223 shape
ada17 157 7.47647 7.47564 0.00083 shape
ada17 158 2.0993 1.89807 0.20123 shape
ada17 159 1.25058 1.55257 -0.30199 shape
ada17 160 8.70074 7.99074 0.71 shape
ada17 161 2.01033 1.22096 0.78937 shape
ada17 162 8.46875 8.15688 0.31187 shape
ada17 163 2.5618 2.88878 -0.32698 shape
ada17 164 2.57576 2.82404 -0.24828 shape
ada17 165 2.70553 1.88001 0.82552 shape
ada17 166 2.70537 1.84245 0.86292 shape
ada17 167 2.58235 2.40544 0.17691 shape
ada17 168 2.82217 1.60575 1.21642 shape
ada17 169 2.82221 2.74122 0.08099 shape
ada17 170 2.58236 2.40531 0.17705 shape
ada17 171 2.82232 2.12552 0.6968 shape
ada17 172 2.58259 2.40864 0.17395 shape
ada17 173 2.48397 2.32472 0.15925 shape
ada17 174 2.4849 1.76318 0.72172 shape
ada17 175 2.4845 2.8759 -0.3914 shape
ada17 176 2.484 1.37947 1.10453 shape
ada17 177 2.67525 1.98457 0.69068 shape
ada17 178 2.82882 2.0064 0.82242 shape
ada17 179 2.91257 1.72714 1.18543 shape
ada17 180 2.39629 3.39813 -1.00184 shape
ada17 181 7.57874 7.40847 0.17027 shape
ada17 182 3.21737 3.21737 0 shape
ada17 183 2.27852 2.59467 -0.31615 shape
ada17 184 7.57898 7.26766 0.31132 shape
ada17 185 7.56631 7.36358 0.20273 shape
ada17 186 2.25226 2.38424 -0.13198 shape
ada17 187 7.57891 7.26507 0.31384 shape
ada17 188 2.25212 1.4838 0.76832 shape
ada17 189 2.25252 2.74458 -0.49206 shape
ada17 190 2.6031 2.57342 0.02968 shape
ada17 191 2.25166 2.053 0.19866 shape
ada17 192 2.19867 1.41832 0.78035 shape
ada17 193 2.55432 2.92664 -0.37232 shape
ada17 194 7.56658 7.31811 0.24847 shape
ada17 195 2.60336 2.73049 -0.12713 shape
ada17 196 7.7948 7.31596 0.47884 shape
ada17 197 2.6394 2.6493 -0.0099 shape
ada17 198 2.63896 2.955 -0.31604 shape
ada17 199 2.63917 2.85458 -0.21541 shape
ada17 200 2.63907 2.8903 -0.25123 shape
adrb1 1 3.39718 3.63215 -0.23497 shape
adrb1 2 3.67574 3.51931 0.15643 shape
adrb1 3 3.30306 1.70913 1.59393 shape
adrb1 4 3.85281 3.78163 0.07118 shape
adrb1 5 3.82934 3.9577 -0.12836 shape
adrb1 6 3.82932 4.24126 -0.41194 shape
adrb1 7 4.02315 3.93553 0.08762 shape
adrb1 8 4.22624 2.88376 1.34248 shape
adrb1 9 4.09404 4.0237 0.07034 shape
adrb1 10 4.09451 3.92374 0.17077 shape
adrb1 11 4.09441 4.18705 -0.09264 shape
adrb1 12 4.09438 4.07201 0.02237 shape
adrb1 13 4.09455 4.08248 0.01207 shape
adrb1 14 4.07989 3.78365 0.29624 shape
adrb1 15 4.07989 4.26994 -0.19005 shape
adrb1 16 4.07952 1.12965 2.94987 shape
adrb1 17 4.0809 3.71932 0.36158 shape
adrb1 18 4.08091 3.92289 0.15802 shape
adrb1 19 4.09301 4.34178 -0.24877 shape
adrb1 20 4.09272 3.98692 0.1058 shape
adrb1 21 4.09273 4.17161 -0.07888 shape
adrb1 22 2.2671 2.12621 0.14089 shape
adrb1 23 2.26897 1.80206 0.46691 shape
adrb1 24 2.37034 2.85113 -0.48079 shape
adrb1 25 2.37051 0.994279 1.37623 shape
adrb1 26 2.37036 2.91595 -0.54559 shape
adrb1 27 2.37048 0.908152 1.46233 shape
adrb1 28 2.37139 3.20276 -0.83137 shape
adrb1 29 2.2612 2.26762 -0.00642 shape
adrb1 30 4.16464 3.4043 0.76034 shape
adrb1 31 4.16536 3.37902 0.78634 shape
adrb1 32 4.16585 4.3245 -0.15865 shape
adrb1 33 4.16586 3.95706 0.2088 shape
adrb1 34 2.88341 1.38086 1.50255 shape
adrb1 35 2.88335 1.28216 1.60119 shape
adrb1 36 4.2389 4.33849 -0.09959 shape
adrb1 37 1.13682 0.736483 0.400337 shape
adrb1 38 1.13237 1.08245 0.04992 shape
adrb1 39 1.13454 1.69847 -0.56393 shape
adrb1 40 1.13684 0.831371 0.305469 shape
adrb1 41 1.13571 0.845915 0.289795 shape
adrb1 42 1.31017 0.813877 0.496293 shape
adrb1 43 1.31056 2.05292 -0.74236 shape
adrb1 44 1.31007 1.24945 0.06062 shape
adrb1 45 1.63813 1.27346 0.36467 shape
adrb1 46 1.63456 1.41282 0.22174 shape
adrb1 47 1.08852 1.00092 0.0876 shape
adrb1 48 4.39622 4.11452 0.2817 shape
adrb1 49 2.52951 1.47756 1.05195 shape
adrb1 50 1.37094 1.21281 0.15813 shape
adrb1 51 1.37076 1.60387 -0.23311 shape
adrb1 52 1.3708 1.10992 0.26088 shape
adrb1 53 1.37067 1.2253 0.14537 shape
adrb1 54 1.37076 1.03827 0.33249 shape
adrb1 55 1.37079 1.17505 0.19574 shape
adrb1 56 1.37073 1.34293 0.0278 shape
adrb1 57 1.37081 1.11887 0.25194 shape
adrb1 58 2.53195 1.99363 0.53832 shape
adrb1 59 2.53193 3.14101 -0.60908 shape
adrb1 60 2.532 2.31198 0.22002 shape
adrb1 61 4.148 3.75857 0.38943 shape
adrb1 62 2.53188 1.94441 0.58747 shape
adrb1 63 2.61578 2.09934 0.51644 shape
adrb1 64 2.61627 1.24553 1.37074 shape
adrb1 65 2.61654 2.86933 -0.25279 shape
adrb1 66 2.61674 1.41914 1.1976 shape
adrb1 67 2.61717 1.09886 1.51831 shape
adrb1 68 2.61771 2.56251 0.0552 shape
adrb1 69 2.61792 2.00862 0.6093 shape
adrb1 70 2.61838 1.37326 1.24512 shape
adrb1 71 2.53152 2.15224 0.37928 shape
adrb1 72 2.53188 2.79727 -0.26539 shape
adrb1 73 2.5322 1.60741 0.92479 shape
adrb1 74 2.3527 3.31827 -0.96557 shape
adrb1 75 2.35259 3.00173 -0.64914 shape
adrb1 76 2.35292 1.64969 0.70323 shape
adrb1 77 2.35324 2.08244 0.2708 shape
adrb1 78 2.71586 3.30663 -0.59077 shape
adrb1 79 2.71724 2.76023 -0.04299 shape
adrb1 80 2.71679 2.04637 0.67042 shape
adrb1 81 2.71688 3.4033 -0.68642 shape
adrb1 82 2.71796 2.52236 0.1956 shape
adrb1 83 2.7181 3.23031 -0.51221 shape
adrb1 84 1.89557 1.65986 0.23571 shape
adrb1 85 1.89536 1.7871 0.10826 shape
adrb1 86 1.89486 2.75998 -0.86512 shape
adrb1 87 1.89467 1.5595 0.33517 shape
adrb1 88 1.89537 1.76941 0.12596 shape
adrb1 89 1.8938 1.66153 0.23227 shape
adrb1 90 3.66156 3.4213 0.24026 shape
adrb1 91 3.66168 3.85656 -0.19488 shape
adrb1 92 3.66165 3.91986 -0.25821 shape
adrb1 93 0.818848 0.739976 0.078872 shape
adrb1 94 2.44925 2.49746 -0.04821 shape
adrb1 95 2.48411 1.09752 1.38659 shape
adrb1 96 0.826955 1.04929 -0.222335 shape
